radio,mcc,lon,lat,range,averageSignal,radius
LTE,216,19.1739,47.5599,4318,0,300.0
GSM,216,18.9436,47.4543,1059,0,1000.0
LTE,216,19.0693,47.4768,1763,0,1000.0
GSM,216,19.1663,47.6186,1251,0,1000.0
LTE,216,18.8992,47.4595,613,0,613.0
LTE,216,19.1016,47.4332,1000,0,1000.0
LTE,216,19.3179,47.5585,1010,0,1000.0
LTE,216,18.9547,47.383,968,0,968.0
GSM,216,18.9795,47.5304,2425,0,1000.0
LTE,216,19.1218,47.6208,1411,0,1000.0
LTE,216,19.0123,47.5117,4917,0,300.0
LTE,216,18.9286,47.6275,1463,0,1000.0
LTE,216,19.0117,47.5068,522,0,522.0
LTE,216,19.1227,47.5925,500,0,500.0
LTE,216,19.0549,47.4975,1000,0,1000.0
LTE,216,19.1492,47.5994,8775,0,300.0
LTE,216,19.0155,47.3851,983,0,983.0
GSM,216,19.0636,47.4919,500,0,500.0
GSM,216,18.9684,47.4553,3679,0,1000.0
LTE,216,19.0415,47.4906,500,0,500.0
LTE,216,19.0705,47.4749,636,0,636.0
LTE,216,19.3359,47.4742,6355,0,300.0
LTE,216,18.9172,47.6057,1141,0,1000.0
LTE,216,19.0441,47.5234,1664,0,1000.0
LTE,216,19.0527,47.4911,1000,0,1000.0
LTE,216,19.342,47.6154,1341,0,1000.0
LTE,216,19.0396,47.5304,1000,0,1000.0
LTE,216,19.0391,47.532,1000,0,1000.0
LTE,216,19.0125,47.4535,2628,0,1000.0
LTE,216,19.0285,47.5334,500,0,500.0
LTE,216,19.0399,47.5348,1000,0,1000.0
LTE,216,18.9099,47.4477,2491,0,1000.0
LTE,216,19.0405,47.524,1000,0,1000.0
LTE,216,19.1105,47.3685,1212,0,1000.0
LTE,216,19.2486,47.4204,1254,0,1000.0
LTE,216,19.0835,47.3756,1924,0,1000.0
LTE,216,19.069,47.4767,695,0,695.0
LTE,216,19.1043,47.6039,1044,0,1000.0
LTE,216,19.2595,47.4208,1054,0,1000.0
LTE,216,19.0427,47.5224,3978,0,300.0
LTE,216,19.0369,47.5205,1319,0,1000.0
GSM,216,18.9855,47.5248,1060,0,1000.0
GSM,216,19.0136,47.5751,3500,0,1000.0
LTE,216,18.9336,47.5014,2690,0,1000.0
GSM,216,18.9609,47.4103,3607,0,1000.0
LTE,216,19.2543,47.3736,10489,0,300.0
GSM,216,19.0345,47.5141,1927,0,1000.0
GSM,216,19.0393,47.5134,862,0,862.0
GSM,216,19.0377,47.5155,750,0,750.0
GSM,216,19.039,47.5134,970,0,970.0
LTE,216,18.9695,47.4475,1282,0,1000.0
GSM,216,19.0582,47.4939,949,0,949.0
LTE,216,19.148,47.5832,1940,0,1000.0
LTE,216,18.9057,47.4238,896,0,896.0
LTE,216,18.8971,47.4318,583,0,583.0
LTE,216,18.8956,47.4362,1006,0,1000.0
LTE,216,19.1085,47.3686,1156,0,1000.0
GSM,216,19.0417,47.499,1095,0,1000.0
GSM,216,19.0406,47.5033,1008,0,1000.0
GSM,216,19.0466,47.5521,1088,0,1000.0
GSM,216,19.0423,47.5173,589,0,589.0
GSM,216,19.0374,47.5254,897,0,897.0
GSM,216,19.0464,47.5404,900,0,900.0
GSM,216,19.0395,47.5297,932,0,932.0
GSM,216,19.0421,47.5146,3083,0,1000.0
GSM,216,19.0415,47.512,615,0,615.0
GSM,216,19.0463,47.5555,704,0,704.0
GSM,216,19.0352,47.5295,738,0,738.0
GSM,216,19.0389,47.5046,878,0,878.0
GSM,216,19.0424,47.5217,823,0,823.0
GSM,216,19.032,47.5375,1178,0,1000.0
GSM,216,19.0425,47.5448,1218,0,1000.0
GSM,216,19.0437,47.5394,749,0,749.0
GSM,216,19.0403,47.537,814,0,814.0
GSM,216,19.031,47.4978,4166,0,1000.0
GSM,216,19.0379,47.5218,874,0,874.0
GSM,216,19.0292,47.5442,1100,0,1000.0
GSM,216,18.8703,47.4001,5218,0,1000.0
GSM,216,18.895,47.4285,1385,0,1000.0
GSM,216,18.8967,47.422,1589,0,1000.0
GSM,216,18.8835,47.4185,1347,0,1000.0
GSM,216,18.8878,47.4244,1077,0,1000.0
GSM,216,18.9128,47.4468,1726,0,1000.0
GSM,216,18.8866,47.4197,1848,0,1000.0
GSM,216,18.9111,47.4859,3335,0,1000.0
GSM,216,18.9075,47.4436,1534,0,1000.0
GSM,216,18.9079,47.446,2053,0,1000.0
GSM,216,19.0375,47.5296,1036,0,1000.0
GSM,216,19.0236,47.552,1529,0,1000.0
GSM,216,19.0226,47.554,1295,0,1000.0
GSM,216,19.0352,47.5321,800,0,800.0
GSM,216,18.9384,47.453,1551,0,1000.0
GSM,216,19.0293,47.5498,738,0,738.0
GSM,216,19.037,47.5428,3233,0,1000.0
GSM,216,19.0124,47.5562,677,0,677.0
GSM,216,18.946,47.452,1547,0,1000.0
GSM,216,19.0318,47.5442,1321,0,1000.0
GSM,216,19.0291,47.547,1149,0,1000.0
GSM,216,19.0246,47.5656,1525,0,1000.0
GSM,216,19.0376,47.5312,906,0,906.0
GSM,216,18.9624,47.5601,2290,0,1000.0
GSM,216,19.0419,47.5286,1288,0,1000.0
GSM,216,19.008,47.5294,883,0,883.0
GSM,216,18.9695,47.5368,878,0,878.0
GSM,216,19.0155,47.5295,789,0,789.0
GSM,216,18.9756,47.5327,812,0,812.0
GSM,216,18.9749,47.5279,2032,0,1000.0
GSM,216,18.97,47.5362,873,0,873.0
GSM,216,18.9921,47.5236,1456,0,1000.0
GSM,216,18.9864,47.5263,1592,0,1000.0
GSM,216,18.9957,47.5212,1224,0,1000.0
GSM,216,18.9662,47.5381,1344,0,1000.0
GSM,216,18.9516,47.5379,1609,0,1000.0
GSM,216,18.9482,47.5325,655,0,655.0
GSM,216,19.0073,47.5295,3893,0,1000.0
GSM,216,19.0266,47.5308,2494,0,1000.0
GSM,216,19.0332,47.5288,1000,0,1000.0
GSM,216,19.0297,47.5295,641,0,641.0
GSM,216,19.0062,47.5288,2479,0,1000.0
GSM,216,18.9846,47.5274,1216,0,1000.0
GSM,216,18.9756,47.5342,1071,0,1000.0
GSM,216,19.0319,47.528,597,0,597.0
GSM,216,19.0129,47.5315,1087,0,1000.0
GSM,216,18.9797,47.5276,1535,0,1000.0
GSM,216,18.975,47.5297,734,0,734.0
GSM,216,19.0143,47.5292,977,0,977.0
GSM,216,19.0394,47.5205,1634,0,1000.0
GSM,216,18.9764,47.5328,500,0,500.0
GSM,216,19.0209,47.5302,1148,0,1000.0
GSM,216,18.9835,47.5241,1243,0,1000.0
GSM,216,18.982,47.5269,1120,0,1000.0
GSM,216,18.979,47.5289,1893,0,1000.0
GSM,216,18.9821,47.5205,2076,0,1000.0
GSM,216,18.9983,47.5214,2314,0,1000.0
GSM,216,19.0432,47.5497,705,0,705.0
GSM,216,19.061,47.4949,702,0,702.0
GSM,216,19.0246,47.5018,3526,0,1000.0
GSM,216,19.0222,47.5087,758,0,758.0
GSM,216,19.0248,47.5037,559,0,559.0
GSM,216,19.0747,47.4886,615,0,615.0
GSM,216,19.0529,47.485,1120,0,1000.0
GSM,216,19.0683,47.4898,765,0,765.0
GSM,216,18.8659,47.4025,2546,0,1000.0
GSM,216,19.0626,47.4891,684,0,684.0
GSM,216,19.0639,47.4889,595,0,595.0
GSM,216,19.0591,47.4892,500,0,500.0
GSM,216,18.8549,47.3927,1816,0,1000.0
GSM,216,18.957,47.4526,705,0,705.0
GSM,216,18.965,47.4536,1263,0,1000.0
LTE,216,19.2514,47.4225,6637,0,300.0
GSM,216,19.0904,47.3721,1699,0,1000.0
GSM,216,19.0252,47.5014,858,0,858.0
GSM,216,19.0232,47.503,656,0,656.0
GSM,216,19.0686,47.4984,589,0,589.0
GSM,216,19.0424,47.5359,1014,0,1000.0
GSM,216,19.0502,47.4945,5592,0,1000.0
GSM,216,19.0453,47.4911,1396,0,1000.0
GSM,216,19.0515,47.4912,690,0,690.0
GSM,216,19.0429,47.515,687,0,687.0
GSM,216,19.076,47.4984,1759,0,1000.0
GSM,216,19.0383,47.5299,758,0,758.0
GSM,216,19.0454,47.4923,5411,0,1000.0
GSM,216,19.0714,47.4972,807,0,807.0
GSM,216,19.0438,47.491,5388,0,1000.0
GSM,216,19.0388,47.5231,1403,0,1000.0
GSM,216,19.0662,47.4965,569,0,569.0
GSM,216,19.0257,47.5004,909,0,909.0
GSM,216,19.0582,47.4938,896,0,896.0
GSM,216,19.0275,47.4973,3986,0,1000.0
GSM,216,19.0416,47.5333,630,0,630.0
GSM,216,19.041,47.5109,849,0,849.0
GSM,216,19.0427,47.4993,1139,0,1000.0
GSM,216,19.0179,47.5114,731,0,731.0
GSM,216,19.0386,47.5359,2147,0,1000.0
GSM,216,19.0644,47.495,557,0,557.0
GSM,216,19.0478,47.5571,770,0,770.0
GSM,216,19.0556,47.4982,563,0,563.0
LTE,216,19.1155,47.6039,543,0,543.0
GSM,216,18.9482,47.5322,1097,0,1000.0
GSM,216,18.9272,47.5086,2361,0,1000.0
GSM,216,18.8754,47.4107,6158,0,1000.0
GSM,216,19.0683,47.5037,1063,0,1000.0
GSM,216,19.0605,47.5069,580,0,580.0
GSM,216,19.0715,47.4937,1012,0,1000.0
GSM,216,19.0506,47.5029,6878,0,1000.0
GSM,216,19.0703,47.4902,882,0,882.0
GSM,216,19.0666,47.492,1257,0,1000.0
GSM,216,19.0704,47.4858,1875,0,1000.0
GSM,216,19.038,47.5086,989,0,989.0
GSM,216,19.0422,47.5008,1310,0,1000.0
GSM,216,18.9925,47.4661,1831,0,1000.0
GSM,216,19.0422,47.5167,632,0,632.0
GSM,216,18.9509,47.4543,1137,0,1000.0
LTE,216,19.0706,47.6465,924,0,924.0
LTE,216,19.1519,47.5336,803,0,803.0
GSM,216,18.9435,47.4529,996,0,996.0
GSM,216,18.8833,47.4647,1000,0,1000.0
GSM,216,18.9008,47.4734,2245,0,1000.0
GSM,216,19.0473,47.514,785,0,785.0
GSM,216,18.9016,47.4624,1809,0,1000.0
GSM,216,19.0602,47.5076,1054,0,1000.0
GSM,216,18.9726,47.4552,1877,0,1000.0
GSM,216,19.0449,47.4956,1246,0,1000.0
GSM,216,19.0494,47.4983,702,0,702.0
GSM,216,19.0482,47.4911,662,0,662.0
GSM,216,19.0441,47.4928,5299,0,1000.0
GSM,216,19.0255,47.4989,3765,0,1000.0
GSM,216,18.8969,47.4634,1462,0,1000.0
GSM,216,19.0492,47.4917,546,0,546.0
GSM,216,18.9602,47.5553,1742,0,1000.0
GSM,216,18.9992,47.5167,901,0,901.0
GSM,216,19.0531,47.4845,6382,0,1000.0
GSM,216,18.9958,47.5177,723,0,723.0
GSM,216,19.0144,47.5078,1314,0,1000.0
GSM,216,19.003,47.5143,1648,0,1000.0
GSM,216,19.0031,47.515,1650,0,1000.0
GSM,216,19.0702,47.5311,825,0,825.0
GSM,216,19.065,47.5343,941,0,941.0
GSM,216,19.0367,47.5277,1132,0,1000.0
LTE,216,18.9734,47.4549,1159,0,1000.0
GSM,216,18.9242,47.5018,2816,0,1000.0
GSM,216,19.0105,47.5105,927,0,927.0
GSM,216,19.025,47.5063,882,0,882.0
GSM,216,18.9308,47.5119,2389,0,1000.0
GSM,216,18.9617,47.528,1145,0,1000.0
GSM,216,19.0099,47.5107,1130,0,1000.0
GSM,216,18.9807,47.522,2240,0,1000.0
GSM,216,18.9303,47.5121,1489,0,1000.0
GSM,216,18.937,47.5176,1042,0,1000.0
GSM,216,18.9299,47.5118,3551,0,1000.0
GSM,216,19.0191,47.5098,867,0,867.0
GSM,216,18.9348,47.5176,978,0,978.0
GSM,216,18.93,47.5116,2318,0,1000.0
GSM,216,18.964,47.5588,4418,0,1000.0
GSM,216,18.9222,47.5085,1909,0,1000.0
GSM,216,18.9203,47.5024,892,0,892.0
GSM,216,18.9254,47.5076,1998,0,1000.0
GSM,216,18.9461,47.5385,1604,0,1000.0
GSM,216,18.9182,47.5004,2167,0,1000.0
GSM,216,18.9136,47.4948,1804,0,1000.0
GSM,216,19.0437,47.491,500,0,500.0
GSM,216,19.0617,47.4803,810,0,810.0
GSM,216,19.0424,47.5036,968,0,968.0
GSM,216,19.0549,47.4823,6634,0,1000.0
GSM,216,19.0553,47.4962,507,0,507.0
GSM,216,19.0543,47.4919,533,0,533.0
GSM,216,19.0695,47.4866,500,0,500.0
GSM,216,19.0556,47.4895,536,0,536.0
GSM,216,19.0562,47.4941,500,0,500.0
GSM,216,18.9735,47.4549,1731,0,1000.0
GSM,216,18.9671,47.4598,2408,0,1000.0
GSM,216,18.9531,47.4531,998,0,998.0
GSM,216,18.9629,47.4531,1044,0,1000.0
GSM,216,18.9419,47.4534,803,0,803.0
GSM,216,18.9631,47.455,1508,0,1000.0
GSM,216,18.942,47.4556,1565,0,1000.0
GSM,216,19.046,47.4978,781,0,781.0
LTE,216,19.0177,47.4915,1000,0,1000.0
LTE,216,19.049,47.4884,528,0,528.0
LTE,216,19.0236,47.4881,1000,0,1000.0
LTE,216,18.9217,47.4953,3921,0,300.0
LTE,216,18.8895,47.4457,1000,0,1000.0
LTE,216,18.9511,47.4506,786,0,786.0
LTE,216,18.8824,47.4642,1868,0,1000.0
LTE,216,19.0643,47.6469,2340,0,1000.0
LTE,216,18.8891,47.4489,877,0,877.0
LTE,216,19.3062,47.5277,3100,0,300.0
LTE,216,19.2608,47.5217,3120,0,300.0
LTE,216,19.3439,47.5906,4019,0,300.0
LTE,216,19.1653,47.6421,1152,0,1000.0
LTE,216,18.9886,47.4543,1469,0,1000.0
LTE,216,18.9656,47.4138,887,0,887.0
LTE,216,19.003,47.4409,1946,0,1000.0
LTE,216,19.0022,47.4316,2774,0,1000.0
LTE,216,19.0547,47.3797,889,0,889.0
LTE,216,18.9653,47.3856,703,0,703.0
LTE,216,18.9976,47.4246,807,0,807.0
LTE,216,19.0207,47.3828,1970,0,1000.0
LTE,216,19.0343,47.3841,1348,0,1000.0
LTE,216,19.0263,47.3819,1000,0,1000.0
LTE,216,19.0073,47.4521,1000,0,1000.0
LTE,216,19.1733,47.5444,957,0,957.0
LTE,216,19.113,47.6062,1000,0,1000.0
LTE,216,19.1151,47.6041,517,0,517.0
LTE,216,19.15,47.5816,7253,0,300.0
LTE,216,19.0634,47.5744,500,0,500.0
LTE,216,19.0482,47.5593,500,0,500.0
LTE,216,19.1218,47.6033,503,0,503.0
LTE,216,19.1921,47.5476,2412,0,1000.0
LTE,216,19.1342,47.6147,1553,0,1000.0
LTE,216,19.1328,47.5955,1458,0,1000.0
LTE,216,19.1375,47.5873,8371,0,300.0
LTE,216,19.1418,47.5948,8738,0,300.0
LTE,216,19.1216,47.602,1028,0,1000.0
LTE,216,19.1591,47.5736,6142,0,300.0
GSM,216,19.0306,47.5,1915,0,1000.0
GSM,216,19.0431,47.5273,769,0,769.0
GSM,216,19.0395,47.5513,893,0,893.0
GSM,216,19.0357,47.5395,857,0,857.0
GSM,216,19.0588,47.4929,3507,0,1000.0
GSM,216,19.0653,47.4947,7159,0,1000.0
GSM,216,19.0821,47.4915,2584,0,1000.0
GSM,216,19.0675,47.4915,686,0,686.0
GSM,216,19.015,47.5215,1000,0,1000.0
GSM,216,19.0284,47.5074,569,0,569.0
GSM,216,19.0309,47.5095,1539,0,1000.0
GSM,216,19.0282,47.5106,1136,0,1000.0
GSM,216,19.017,47.5123,840,0,840.0
GSM,216,19.0247,47.5118,1218,0,1000.0
GSM,216,19.07,47.5224,4545,0,1000.0
GSM,216,19.0493,47.5454,1851,0,1000.0
GSM,216,19.0431,47.5152,984,0,984.0
GSM,216,18.8877,47.5805,1605,0,1000.0
GSM,216,18.9134,47.5635,2552,0,1000.0
GSM,216,19.0365,47.5083,971,0,971.0
GSM,216,19.0542,47.5193,1023,0,1000.0
GSM,216,19.0665,47.5013,620,0,620.0
GSM,216,19.0672,47.4924,6837,0,1000.0
GSM,216,18.9007,47.4308,2054,0,1000.0
GSM,216,19.0645,47.4934,540,0,540.0
GSM,216,19.0426,47.5056,961,0,961.0
GSM,216,19.0597,47.496,1816,0,1000.0
GSM,216,19.0409,47.5062,708,0,708.0
GSM,216,19.0485,47.5674,947,0,947.0
GSM,216,19.0059,47.5237,2619,0,1000.0
GSM,216,18.9795,47.523,3544,0,1000.0
GSM,216,18.9484,47.4544,1157,0,1000.0
GSM,216,18.9947,47.5196,2834,0,1000.0
GSM,216,18.9037,47.4558,4396,0,1000.0
GSM,216,18.8558,47.3928,7361,0,1000.0
GSM,216,18.9143,47.4479,1629,0,1000.0
GSM,216,18.9962,47.5175,2490,0,1000.0
GSM,216,19.0291,47.5116,1188,0,1000.0
GSM,216,19.0281,47.5088,500,0,500.0
GSM,216,19.0072,47.5115,650,0,650.0
GSM,216,18.9832,47.4564,1768,0,1000.0
GSM,216,18.9562,47.4504,2301,0,1000.0
GSM,216,19.0255,47.5115,2311,0,1000.0
GSM,216,18.9752,47.5264,2204,0,1000.0
GSM,216,18.9597,47.4365,5573,0,1000.0
GSM,216,18.9173,47.4457,3377,0,1000.0
GSM,216,19.0413,47.5263,1614,0,1000.0
GSM,216,18.9096,47.4501,1794,0,1000.0
GSM,216,18.8994,47.434,2017,0,1000.0
GSM,216,19.0056,47.5169,1021,0,1000.0
GSM,216,19.0358,47.5106,1180,0,1000.0
GSM,216,19.0391,47.5316,1050,0,1000.0
GSM,216,19.0708,47.4911,848,0,848.0
GSM,216,19.0452,47.5312,923,0,923.0
GSM,216,19.0558,47.4837,1030,0,1000.0
GSM,216,19.1299,47.5262,1220,0,1000.0
GSM,216,19.0477,47.5599,1671,0,1000.0
GSM,216,19.0316,47.5343,571,0,571.0
GSM,216,19.0274,47.5313,719,0,719.0
GSM,216,19.0637,47.4909,500,0,500.0
GSM,216,19.0391,47.5127,822,0,822.0
GSM,216,19.0628,47.4935,1086,0,1000.0
GSM,216,19.0464,47.4957,1809,0,1000.0
GSM,216,19.0584,47.4884,2036,0,1000.0
GSM,216,19.0562,47.495,597,0,597.0
GSM,216,19.0693,47.4853,502,0,502.0
GSM,216,19.0562,47.5078,616,0,616.0
GSM,216,19.0682,47.4863,618,0,618.0
GSM,216,19.0292,47.547,1006,0,1000.0
GSM,216,19.0309,47.5496,1284,0,1000.0
GSM,216,19.039,47.5189,2325,0,1000.0
GSM,216,19.0616,47.489,2398,0,1000.0
GSM,216,19.064,47.4932,610,0,610.0
GSM,216,19.0179,47.5077,4147,0,1000.0
GSM,216,19.0494,47.507,1132,0,1000.0
GSM,216,19.0655,47.5315,1722,0,1000.0
GSM,216,19.0561,47.5122,1599,0,1000.0
GSM,216,19.0611,47.491,1374,0,1000.0
GSM,216,19.0591,47.5256,1189,0,1000.0
GSM,216,19.0479,47.5415,1086,0,1000.0
GSM,216,19.0598,47.4955,616,0,616.0
GSM,216,19.0542,47.5325,1213,0,1000.0
GSM,216,19.0476,47.5333,1727,0,1000.0
GSM,216,19.058,47.5228,1194,0,1000.0
GSM,216,19.0288,47.5491,1273,0,1000.0
GSM,216,19.0572,47.5142,869,0,869.0
GSM,216,19.0671,47.4894,1235,0,1000.0
GSM,216,19.0541,47.481,500,0,500.0
GSM,216,19.0551,47.5326,1262,0,1000.0
GSM,216,19.0537,47.5117,616,0,616.0
GSM,216,19.0442,47.5454,2137,0,1000.0
GSM,216,19.0424,47.5402,1018,0,1000.0
GSM,216,19.0512,47.5361,969,0,969.0
GSM,216,19.0602,47.4949,713,0,713.0
GSM,216,19.0488,47.5345,820,0,820.0
GSM,216,19.0538,47.5274,996,0,996.0
GSM,216,19.0507,47.537,970,0,970.0
GSM,216,19.0452,47.5331,522,0,522.0
GSM,216,19.0322,47.5455,1475,0,1000.0
GSM,216,19.0447,47.5264,1617,0,1000.0
GSM,216,19.052,47.5266,1437,0,1000.0
GSM,216,19.0573,47.529,972,0,972.0
GSM,216,19.0293,47.5482,6562,0,1000.0
GSM,216,19.0616,47.5183,857,0,857.0
GSM,216,19.0479,47.5189,964,0,964.0
GSM,216,19.0494,47.5261,3866,0,1000.0
GSM,216,19.0563,47.5188,745,0,745.0
GSM,216,19.0895,47.4854,2073,0,1000.0
GSM,216,19.2976,47.4198,23402,0,1000.0
LTE,216,19.0518,47.5929,1000,0,1000.0
LTE,216,18.9593,47.5245,765,0,765.0
LTE,216,18.9933,47.5335,2057,0,1000.0
LTE,216,19.0631,47.5824,1000,0,1000.0
LTE,216,18.9779,47.456,1273,0,1000.0
LTE,216,18.9403,47.4192,1583,0,1000.0
LTE,216,19.0818,47.3748,1706,0,1000.0
LTE,216,18.9593,47.4121,907,0,907.0
LTE,216,19.287,47.4057,3606,0,300.0
LTE,216,19.2577,47.5231,2219,0,1000.0
LTE,216,19.3401,47.6153,964,0,964.0
GSM,216,19.0381,47.517,775,0,775.0
LTE,216,19.1395,47.5358,1000,0,1000.0
GSM,216,18.941,47.4606,902,0,902.0
GSM,216,19.0321,47.5588,1962,0,1000.0
GSM,216,19.0611,47.4903,2493,0,1000.0
GSM,216,18.9659,47.4123,8579,0,1000.0
GSM,216,18.9636,47.5385,3739,0,1000.0
GSM,216,18.9621,47.4529,1443,0,1000.0
GSM,216,18.9051,47.4759,4586,0,1000.0
GSM,216,18.9043,47.482,4004,0,1000.0
GSM,216,18.9805,47.5382,2016,0,1000.0
GSM,216,19.132,47.5139,1031,0,1000.0
GSM,216,19.056,47.4832,6644,0,1000.0
GSM,216,19.0682,47.5339,1000,0,1000.0
LTE,216,19.1502,47.6026,1482,0,1000.0
GSM,216,19.0458,47.5194,889,0,889.0
LTE,216,19.1264,47.5999,1250,0,1000.0
GSM,216,19.0234,47.5066,1000,0,1000.0
GSM,216,18.937,47.369,6390,0,1000.0
GSM,216,18.8664,47.3631,5721,0,1000.0
GSM,216,19.1244,47.517,2242,0,1000.0
GSM,216,19.0579,47.4968,754,0,754.0
GSM,216,18.8945,47.5744,4472,0,1000.0
GSM,216,19.0687,47.4903,500,0,500.0
GSM,216,19.0626,47.4926,4224,0,1000.0
GSM,216,19.055,47.495,552,0,552.0
GSM,216,18.9816,47.5225,2152,0,1000.0
LTE,216,19.332,47.6134,1444,0,1000.0
GSM,216,19.0455,47.5166,1102,0,1000.0
LTE,216,19.1469,47.5993,712,0,712.0
LTE,216,19.3457,47.6106,5343,0,300.0
LTE,216,19.1162,47.6086,1170,0,1000.0
GSM,216,18.9186,47.4469,2106,0,1000.0
GSM,216,18.864,47.3813,2878,0,1000.0
LTE,216,18.9344,47.5155,2365,0,1000.0
GSM,216,18.9664,47.5252,1564,0,1000.0
LTE,216,19.1168,47.6073,1000,0,1000.0
LTE,216,19.3286,47.6107,1086,0,1000.0
GSM,216,18.9332,47.3993,2740,0,1000.0
LTE,216,19.1418,47.5285,1000,0,1000.0
GSM,216,19.0502,47.5591,935,0,935.0
LTE,216,19.1329,47.6411,1152,0,1000.0
LTE,216,19.006,47.4347,2625,0,1000.0
GSM,216,18.988,47.5228,779,0,779.0
LTE,216,19.1287,47.6472,2304,0,1000.0
LTE,216,19.2987,47.3943,2233,0,1000.0
GSM,216,19.0379,47.5579,1939,0,1000.0
LTE,216,19.0526,47.4761,500,0,500.0
LTE,216,19.0764,47.4687,1426,0,1000.0
LTE,216,19.0254,47.4932,500,0,500.0
GSM,216,18.9477,47.5659,1420,0,1000.0
GSM,216,19.034,47.5146,1924,0,1000.0
GSM,216,19.0431,47.5084,1112,0,1000.0
LTE,216,19.0518,47.4949,1000,0,1000.0
LTE,216,19.0458,47.4916,830,0,830.0
LTE,216,19.0055,47.5122,2060,0,1000.0
LTE,216,19.0248,47.4576,2838,0,1000.0
LTE,216,19.0236,47.502,4520,0,300.0
LTE,216,19.0606,47.6061,803,0,803.0
GSM,216,19.0262,47.5594,2177,0,1000.0
LTE,216,19.0253,47.486,1962,0,1000.0
LTE,216,18.9348,47.4524,5428,0,300.0
LTE,216,19.0247,47.4875,1000,0,1000.0
LTE,216,19.1344,47.4495,642,0,642.0
LTE,216,19.129,47.4446,2907,0,1000.0
LTE,216,19.1226,47.449,665,0,665.0
LTE,216,19.0316,47.4987,620,0,620.0
LTE,216,19.0249,47.4552,500,0,500.0
LTE,216,19.0902,47.5914,803,0,803.0
LTE,216,19.0492,47.489,577,0,577.0
LTE,216,19.0875,47.6097,902,0,902.0
LTE,216,19.0078,47.4511,1323,0,1000.0
LTE,216,19.1474,47.4543,500,0,500.0
LTE,216,19.1485,47.453,516,0,516.0
LTE,216,19.0892,47.4705,500,0,500.0
LTE,216,19.0729,47.4686,1000,0,1000.0
LTE,216,19.0572,47.4964,1000,0,1000.0
LTE,216,19.0382,47.5019,1000,0,1000.0
LTE,216,19.094,47.4783,500,0,500.0
LTE,216,19.2109,47.5409,629,0,629.0
LTE,216,19.0332,47.5085,1000,0,1000.0
LTE,216,18.9863,47.4516,1373,0,1000.0
LTE,216,19.0222,47.4596,641,0,641.0
GSM,216,19.0371,47.5048,963,0,963.0
LTE,216,19.2656,47.5154,5610,0,300.0
LTE,216,19.0694,47.4824,500,0,500.0
LTE,216,19.0314,47.5396,1000,0,1000.0
LTE,216,19.0161,47.5086,1000,0,1000.0
LTE,216,19.0243,47.5015,1000,0,1000.0
LTE,216,19.0824,47.4897,1000,0,1000.0
LTE,216,19.0816,47.4935,500,0,500.0
LTE,216,19.0833,47.4924,1000,0,1000.0
LTE,216,19.0946,47.4862,1000,0,1000.0
LTE,216,19.0542,47.4552,3168,0,300.0
LTE,216,18.9894,47.3807,5097,0,300.0
LTE,216,18.9202,47.4202,4533,0,300.0
LTE,216,19.0587,47.4822,992,0,992.0
LTE,216,19.1012,47.4896,808,0,808.0
LTE,216,19.0924,47.4917,3149,0,300.0
LTE,216,19.0597,47.4779,676,0,676.0
LTE,216,19.0897,47.4912,500,0,500.0
LTE,216,19.0771,47.4682,1000,0,1000.0
LTE,216,19.0915,47.4811,603,0,603.0
LTE,216,19.0889,47.4882,500,0,500.0
LTE,216,19.093,47.4882,500,0,500.0
LTE,216,19.0522,47.4763,2166,0,1000.0
LTE,216,19.0809,47.478,500,0,500.0
LTE,216,19.0564,47.4753,1000,0,1000.0
LTE,216,19.0778,47.468,1076,0,1000.0
LTE,216,19.0325,47.4999,1089,0,1000.0
LTE,216,19.1093,47.4841,2342,0,1000.0
LTE,216,19.2654,47.3966,2280,0,1000.0
LTE,216,19.2781,47.4003,2241,0,1000.0
GSM,216,18.9006,47.4591,2798,0,1000.0
GSM,216,19.0395,47.5312,500,0,500.0
LTE,216,19.0742,47.4681,978,0,978.0
LTE,216,19.0265,47.5082,500,0,500.0
LTE,216,19.0114,47.4313,3171,0,300.0
LTE,216,19.0689,47.4923,1000,0,1000.0
GSM,216,19.0761,47.4885,564,0,564.0
LTE,216,19.0361,47.5439,1000,0,1000.0
LTE,216,19.0773,47.4718,1000,0,1000.0
LTE,216,19.0694,47.4945,1000,0,1000.0
LTE,216,19.0137,47.5096,1000,0,1000.0
LTE,216,19.0481,47.5414,1710,0,1000.0
LTE,216,19.0379,47.5043,1000,0,1000.0
LTE,216,19.0823,47.4727,568,0,568.0
LTE,216,19.0689,47.4772,1000,0,1000.0
LTE,216,19.0381,47.5286,500,0,500.0
LTE,216,19.3066,47.6117,652,0,652.0
LTE,216,19.0844,47.4946,1000,0,1000.0
LTE,216,19.037,47.5322,500,0,500.0
LTE,216,19.3395,47.6154,1019,0,1000.0
GSM,216,19.0673,47.4889,500,0,500.0
LTE,216,18.9793,47.5139,5327,0,300.0
LTE,216,19.3108,47.6093,2342,0,1000.0
LTE,216,19.3064,47.5305,2350,0,1000.0
LTE,216,19.0892,47.4701,1518,0,1000.0
LTE,216,19.0832,47.4675,675,0,675.0
LTE,216,19.1591,47.6345,1685,0,1000.0
LTE,216,19.1302,47.6295,930,0,930.0
LTE,216,19.139,47.6104,1792,0,1000.0
LTE,216,19.3497,47.5951,513,0,513.0
